product_id,product_category,region,current_price,optimized_price,demand_forecast,inventory_level,manufacturing_cost,supply_chain_cost,profit_margin,optimization_result
815065,Automotive,South America,2108.66,1776.51,3271,2800,1145.99,1496.3,-865.78,Improved
464493,Automotive,Asia-Pacific,4000.05,4779.01,4986,4598,2576.11,274.79,1928.11,Unchanged
677726,Automotive,Asia-Pacific,4413.05,4792.39,2079,4312,2503.69,61.53,2227.17,Unchanged
531497,Consumer Goods,South America,2976.88,3177.54,2726,3994,906.17,451.69,1819.68,Unchanged
211699,Energy and Building Technology,Asia-Pacific,1003.29,1105.46,5185,4591,1272.46,845.07,-1012.07,Unchanged
586592,Industrial,North America,532.28,571.07,8490,1174,1005.43,788.76,-1223.12,Unchanged
642762,Energy and Building Technology,South America,756.4,647.86,6181,3840,2336.09,723.85,-2412.08,Improved
462157,Consumer Goods,North America,3498.94,3200.62,9682,2835,1947.96,481.31,771.35,Improved
645958,Industrial,North America,3077.9,3091.22,5807,2979,1904.25,1558.43,-371.46,Unchanged
123354,Energy and Building Technology,South America,2069.66,1860.39,6272,1697,239.55,871.14,749.7,Improved
949638,Automotive,Asia-Pacific,401.72,434.2,2363,2236,2223.12,679.6,-2468.52,Unchanged
204568,Energy and Building Technology,North America,538.99,522.03,7332,3712,1893.85,26.4,-1398.22,Improved
863102,Energy and Building Technology,Asia-Pacific,1351.25,1388.69,2313,4683,196.4,507.7,684.59,Unchanged
517657,Automotive,Asia-Pacific,2923.79,3063,8300,3703,197.11,261.39,2604.5,Unchanged
235081,Industrial,Asia-Pacific,4219.4,4172.07,6894,2308,526.99,1046.21,2598.87,Improved
377927,Automotive,Europe,2947.01,3267.05,3489,4958,2705.83,255.74,305.48,Unchanged
371979,Industrial,North America,1206.2,1146.61,3298,1344,1834.65,94.06,-782.1,Improved
377614,Industrial,Asia-Pacific,1364.35,1095.41,4627,4604,1106.97,1587.03,-1598.59,Improved
611269,Consumer Goods,Europe,366.64,418.23,8705,2944,824.69,1458.37,-1864.83,Unchanged
815526,Energy and Building Technology,North America,1339.83,1490.34,7894,2997,2002.91,84.32,-596.89,Unchanged
759469,Industrial,South America,1666.08,1643.64,8131,3237,1009.7,372.93,261.01,Improved
331473,Energy and Building Technology,Africa,1203.74,1420.08,5895,2562,1346.64,255.05,-181.61,Unchanged
368412,Industrial,South America,3220.29,3565.03,5806,2394,1133.13,726.85,1705.05,Unchanged
877305,Energy and Building Technology,Asia-Pacific,3397.12,4003.22,9746,4022,554.92,1458.77,1989.53,Unchanged
704866,Automotive,Africa,860,718.46,9274,3038,2075.96,1559.86,-2917.36,Improved
769751,Energy and Building Technology,South America,557.94,604.1,8748,3036,2316.88,731.26,-2444.04,Unchanged
187935,Industrial,Asia-Pacific,3715.8,3031.67,1516,656,149.18,885.82,1996.67,Improved
857545,Automotive,Africa,1643.96,1746.27,1179,3062,205.91,512.26,1028.1,Unchanged
951540,Consumer Goods,Europe,874.08,907.91,4307,477,2523.52,662.65,-2278.26,Unchanged
454759,Automotive,Asia-Pacific,4685.17,5442.33,9519,1520,1607.96,915.28,2919.09,Unchanged
796570,Consumer Goods,Asia-Pacific,3282.63,2769.67,7478,3106,1256.77,1965.8,-452.9,Improved
329781,Industrial,Asia-Pacific,2048.54,1883.15,2866,3679,1680.18,1940.24,-1737.27,Improved
285731,Automotive,Africa,3219.92,2834.16,6149,4851,2408.07,454.29,-28.2,Improved
157836,Consumer Goods,Europe,3136.84,2807.32,5325,132,1248.52,1724.6,-165.8,Improved
375346,Automotive,Asia-Pacific,948.89,820.42,7564,1927,2876.23,59.44,-2115.25,Improved
671000,Consumer Goods,Asia-Pacific,173.17,155.86,8957,429,1335.47,131.04,-1310.65,Improved
125905,Consumer Goods,South America,1355.38,1303.05,8476,3506,2444.14,1813.47,-2954.56,Improved
514986,Energy and Building Technology,Asia-Pacific,4402.56,3766.18,7320,4400,2051.02,167.81,1547.35,Improved
371718,Industrial,South America,4279.44,4633.94,8289,2744,1471.04,1879.02,1283.88,Unchanged
802100,Energy and Building Technology,Europe,2882.06,3136.16,4666,889,790.2,1172.25,1173.71,Unchanged
811763,Energy and Building Technology,Asia-Pacific,2030.85,2156.27,1427,597,2119.46,1609.68,-1572.87,Unchanged
910465,Consumer Goods,Asia-Pacific,728.59,670.97,9508,1094,978.5,1654.68,-1962.21,Improved
747429,Industrial,North America,1505.58,1696.81,5991,725,1380.16,1745.59,-1428.94,Unchanged
116271,Energy and Building Technology,Europe,3635.4,2956.44,9430,1178,1669.65,373.61,913.18,Improved
743394,Industrial,South America,4062.14,4596.56,2366,2281,2888.53,1248.2,459.83,Unchanged
302247,Automotive,Asia-Pacific,816.22,920.58,7134,2146,877.72,1306.21,-1263.35,Unchanged
358260,Automotive,South America,2534.55,2146.08,3339,3804,2114.1,839.74,-807.76,Improved
195354,Automotive,Africa,2372.9,2466.64,5953,3757,2275.9,1870.98,-1680.24,Unchanged
921187,Consumer Goods,North America,1472.11,1690.92,5727,2684,1908.54,1004.38,-1222,Unchanged
679498,Consumer Goods,Africa,1529.6,1646.55,5520,3251,1945.5,762.58,-1061.53,Unchanged
688071,Automotive,South America,117.51,132.89,7925,908,2049.41,1357.69,-3274.21,Unchanged
650923,Automotive,South America,3547.11,3239.43,8814,4563,2351.2,1296.61,-408.38,Improved
476257,Automotive,South America,1160.71,1353.72,6981,2374,2842.22,829.17,-2317.67,Unchanged
108751,Energy and Building Technology,Europe,735.65,686.64,5704,225,2491.67,1655.66,-3460.69,Improved
589839,Automotive,North America,2535.85,2653.31,8522,4129,1686.01,67.32,899.98,Unchanged
858118,Energy and Building Technology,South America,3008.91,2617.92,5074,250,2977.45,1647.34,-2006.87,Improved
623113,Energy and Building Technology,Europe,531.18,596.36,8959,3180,152.08,953.62,-509.34,Unchanged
425929,Industrial,South America,2807.78,2867.46,2349,3192,2720.69,194.21,-47.44,Unchanged
363475,Industrial,North America,320.06,362.86,8546,4358,1799,158.38,-1594.52,Unchanged
905517,Automotive,South America,3083.19,3679.53,1255,1013,2601.54,331.92,746.07,Unchanged
275993,Automotive,North America,3100.44,2672.35,5938,4340,1539.65,1644.44,-511.74,Improved
136946,Consumer Goods,South America,2651.17,2840.33,7337,2013,1460.73,109.02,1270.58,Unchanged
229771,Consumer Goods,North America,3125.47,2664.85,2801,3360,2465.74,1709,-1509.89,Improved
185034,Industrial,Europe,2621.93,2393.66,5677,2415,1314.02,1605.79,-526.15,Improved
590254,Consumer Goods,Africa,2354.91,2742.93,7335,822,1560.24,443.04,739.65,Unchanged
338532,Consumer Goods,South America,1383.15,1362.07,9428,3566,2904.54,1739.48,-3281.95,Improved
374807,Consumer Goods,Africa,428.48,403.85,9006,1192,1792.81,118,-1506.96,Improved
662234,Industrial,Asia-Pacific,2745.35,2716.95,9613,1618,1917.32,1615.01,-815.38,Improved
523920,Industrial,North America,1604.21,1762.71,2718,4374,731.6,1951.45,-920.34,Unchanged
976150,Industrial,Europe,4413.21,5165.9,1517,1461,2598.21,1236.73,1330.96,Unchanged
251999,Automotive,Asia-Pacific,1816.05,1567.38,4838,154,2006.69,1764.91,-2204.22,Improved
250942,Industrial,South America,2470.42,2834.71,8801,477,1464.76,1801.08,-431.13,Unchanged
348217,Industrial,Africa,3526.04,3952.06,5548,2700,1913.24,811.69,1227.13,Unchanged
583248,Industrial,Asia-Pacific,4866.95,4245.26,2846,1468,2083.16,1143.36,1018.74,Improved
649809,Industrial,South America,1353.29,1344.54,5026,4157,531.8,374.31,438.43,Improved
951847,Energy and Building Technology,Africa,3964.97,4697.84,4108,4691,375.88,490.04,3831.92,Unchanged
572396,Automotive,North America,2081.34,2046.6,1791,2429,2559.83,207.04,-720.27,Improved
110066,Industrial,Africa,658.64,779.02,8950,306,2095.1,1859.91,-3175.99,Unchanged
805056,Consumer Goods,South America,2033.28,1704,3048,2651,1486.18,1874.55,-1656.73,Improved
576456,Consumer Goods,Asia-Pacific,4216.4,4058.56,4337,3891,1397.45,1055.8,1605.31,Improved
368681,Consumer Goods,Africa,1361.79,1189.27,8750,2620,892.39,117.76,179.12,Improved
763824,Automotive,Asia-Pacific,1936.66,2231.31,4012,3065,364.08,1631.71,235.52,Unchanged
663986,Energy and Building Technology,North America,3489.85,3008.2,1709,515,1287.5,1193.84,526.86,Improved
928911,Industrial,South America,4677.85,4025.03,1823,2781,1719.08,137.11,2168.84,Improved
213208,Industrial,Asia-Pacific,3408.67,2849.08,5549,720,367.21,60.29,2421.58,Improved
146585,Industrial,Europe,2040.85,2340.39,4553,270,2259.01,169.06,-87.68,Unchanged
958241,Automotive,North America,2615.72,2874.91,8805,2163,1418.76,1936.09,-479.94,Unchanged
765724,Consumer Goods,Asia-Pacific,883.75,1049.27,6440,2941,2787.6,422,-2160.33,Unchanged
552268,Energy and Building Technology,South America,3448.84,3463.33,2741,1458,143.69,354.02,2965.62,Unchanged
239268,Consumer Goods,North America,843.02,680.91,5780,4671,1742.7,1626.11,-2687.9,Improved
789650,Industrial,Europe,3632.15,3058.92,4565,1281,2621.46,1163.99,-726.53,Improved
847824,Automotive,Asia-Pacific,2503.38,2421.81,8910,3520,122.04,1876.93,422.84,Improved
752138,Energy and Building Technology,Europe,1767.02,1607.5,1221,3404,269.39,115.22,1222.89,Improved
229996,Automotive,Asia-Pacific,2255.33,2172.6,2742,468,614.82,451.78,1106,Improved
611024,Energy and Building Technology,North America,265.49,241.4,7573,2501,1068.25,164.26,-991.11,Improved
819591,Industrial,Africa,3676.71,3820.55,8628,3310,690.36,999.77,2130.42,Unchanged
338152,Industrial,North America,3503.82,3252.32,2395,2458,685.37,1077.04,1489.91,Improved
911176,Industrial,South America,834.49,764.13,1229,898,2928.51,1093.51,-3257.89,Improved
589480,Consumer Goods,South America,4490.51,4373.38,2115,3893,2680.05,561.52,1131.81,Improved
494672,Energy and Building Technology,Africa,275.28,271.31,7468,3588,2542.9,1792.68,-4064.27,Improved
785697,Consumer Goods,Africa,3597.5,4090.75,8991,1082,1911.76,836.51,1342.48,Unchanged
399914,Automotive,Asia-Pacific,2105.76,2142.03,5527,102,2232.94,1365.23,-1456.14,Unchanged
891088,Industrial,Asia-Pacific,3549.22,3799.4,4892,2551,1261.67,1178.74,1358.99,Unchanged
622122,Consumer Goods,Africa,213.39,178.25,8161,2462,498.52,706.72,-1026.99,Improved
317764,Automotive,Asia-Pacific,3662.71,3197.66,8737,4058,763.97,258.2,2175.49,Improved
203575,Consumer Goods,Asia-Pacific,898.9,970.87,6972,4439,1888.68,1758.2,-2676.01,Unchanged
886553,Consumer Goods,Africa,259.23,224.25,2996,3666,2757.61,1394.63,-3927.99,Improved
407507,Consumer Goods,Europe,4562.95,5316.27,9188,3479,779.53,1357.32,3179.42,Unchanged
115703,Consumer Goods,Asia-Pacific,1870.93,2180.4,8391,3457,2565.83,481.92,-867.35,Unchanged
981240,Industrial,South America,2076.92,2050.34,4107,3855,1458.54,1891.24,-1299.44,Improved
509202,Automotive,Africa,1616.39,1318.79,8259,1062,587.88,1230.32,-499.41,Improved
178207,Energy and Building Technology,South America,679.72,756.67,7634,2421,2768.18,1366.18,-3377.69,Unchanged
617978,Automotive,Africa,3067.32,2503.08,5942,2557,2024.04,356.36,122.68,Improved
756556,Consumer Goods,Europe,643,617.21,7927,1790,2850.97,98.1,-2331.86,Improved
207418,Energy and Building Technology,Europe,2656.7,2946.07,9345,2843,1175.51,1564.94,205.62,Unchanged
272644,Consumer Goods,North America,1096.53,1011.03,4286,4718,1603.76,557,-1149.73,Improved
920609,Automotive,South America,146.65,165.37,1229,3107,2157.12,1028.54,-3020.29,Unchanged
698751,Consumer Goods,Africa,4683.64,4530.29,8766,485,2505.43,453.65,1571.21,Improved
131281,Energy and Building Technology,Africa,1111.98,936.24,9988,3424,1251.5,669.47,-984.73,Improved
648029,Consumer Goods,Africa,4571.99,3915.5,9553,4680,261.06,280.4,3374.04,Improved
175313,Industrial,Africa,498.83,540.62,2870,2914,2300.78,321.28,-2081.44,Unchanged
565340,Consumer Goods,Africa,1631.64,1503.66,2183,3651,838.29,1856.14,-1190.77,Improved
339711,Consumer Goods,Africa,1834.58,2085.74,9377,1799,77.62,1427.58,580.54,Unchanged
215618,Consumer Goods,North America,2776.48,3014.48,7482,1707,2547.17,1472.34,-1005.03,Unchanged
453423,Consumer Goods,Europe,1278.4,1289.59,9048,2757,181.55,806.66,301.38,Unchanged
690306,Consumer Goods,Europe,979.56,990.21,7622,3046,2224.62,1022.27,-2256.68,Unchanged
293946,Consumer Goods,Asia-Pacific,649.44,530.55,4747,1335,2099.4,807.55,-2376.4,Improved
805598,Industrial,Europe,468.87,456.21,6065,781,878.16,1703.64,-2125.59,Improved
291213,Consumer Goods,South America,333.45,291.1,3403,3061,474.82,398.18,-581.9,Improved
201486,Automotive,Africa,1541.26,1593.68,6327,2518,2478.37,1804.07,-2688.76,Unchanged
855441,Industrial,Europe,966.45,1126.44,4821,4988,499.8,1451.92,-825.28,Unchanged
262406,Automotive,North America,3487.08,3113.39,7352,1123,2854.48,333.91,-75,Improved
685559,Consumer Goods,Asia-Pacific,2145.86,2347.19,9859,1696,557.38,780.33,1009.48,Unchanged
545114,Energy and Building Technology,South America,3434.82,3794.82,2460,4541,2927.86,197.88,669.08,Unchanged
816385,Industrial,Europe,1836.47,2035.47,7622,3046,2097.45,319.36,-381.34,Unchanged
470562,Automotive,North America,3447.25,3168.73,1719,4142,2989.98,851.67,-672.92,Improved
317090,Consumer Goods,South America,3778.39,4147.42,7958,1198,168.97,383.76,3594.69,Unchanged
358473,Energy and Building Technology,South America,1730.71,1737.55,8324,970,1335.29,580.64,-178.38,Unchanged
839393,Industrial,Asia-Pacific,1311.83,1445.82,7628,2281,1027.55,617.31,-199.04,Unchanged
161696,Industrial,Africa,351.93,397.33,5859,4272,1447.29,722.81,-1772.77,Unchanged
331530,Energy and Building Technology,South America,3390.29,2944.43,8274,1783,1272.97,457.91,1213.55,Improved
275327,Consumer Goods,Asia-Pacific,2631.53,2484.33,2217,3588,2446.41,900.96,-863.04,Improved
563840,Industrial,North America,1792.62,1861.45,1077,274,1391.56,1368.9,-899.01,Unchanged
638667,Automotive,Europe,2593.04,2512.8,2815,1651,2935.63,1834.23,-2257.06,Improved
462054,Consumer Goods,Asia-Pacific,3799.82,4204.41,7476,3860,147.85,708.31,3348.25,Unchanged
116830,Energy and Building Technology,Europe,3594.02,3033.29,3288,4171,362.86,427.37,2243.06,Improved
348666,Automotive,Asia-Pacific,3622.63,3347.45,4880,851,291.82,1312.14,1743.49,Improved
963045,Consumer Goods,South America,2360.31,2047.12,1571,4881,1791.37,525.01,-269.26,Improved
177517,Industrial,North America,3469.75,3837.92,2507,4526,1025,1520.19,1292.73,Unchanged
370623,Automotive,North America,4754.95,4833.65,6936,2897,396.36,1320.48,3116.81,Unchanged
611880,Industrial,Asia-Pacific,1138.5,1348.37,1617,2419,2804.14,740.99,-2196.76,Unchanged
906191,Automotive,Asia-Pacific,898.17,1031.69,9396,3995,2991.96,749.57,-2709.84,Unchanged
553099,Automotive,Africa,2171.26,2091.32,4198,894,1976.19,1390.42,-1275.29,Improved
891114,Industrial,Asia-Pacific,360.58,330.3,1642,815,1776.64,879.7,-2326.04,Improved
627473,Consumer Goods,Africa,4661.17,3889.33,8320,1372,2891.62,696.74,300.97,Improved
297087,Consumer Goods,Europe,1430.03,1244.06,6704,2506,523.12,1590.15,-869.21,Improved
602544,Energy and Building Technology,North America,4698.71,4146.57,8520,259,179.74,1993.68,1973.15,Improved
258797,Consumer Goods,North America,3680.37,4230.91,3886,3479,1389.88,1888.22,952.81,Unchanged
367412,Energy and Building Technology,North America,1581.63,1360.22,6222,478,1737.31,326.07,-703.16,Improved
697954,Energy and Building Technology,Africa,3956.32,4620.52,5347,4058,982.68,1916.05,1721.79,Unchanged
628302,Energy and Building Technology,Asia-Pacific,2897.82,3397.14,8739,1489,2243.12,1137.24,16.78,Unchanged
998864,Energy and Building Technology,Africa,1106.71,1206.35,4409,438,1657.73,831.54,-1282.92,Unchanged
655410,Automotive,North America,2450.39,2443.66,7879,381,1532.5,524.76,386.4,Improved
535892,Energy and Building Technology,South America,2934.12,3117.41,8969,4197,2271.73,1874.39,-1028.71,Unchanged
809054,Industrial,South America,2879.48,3117.82,3319,2295,1363.42,971.96,782.44,Unchanged
451741,Industrial,Asia-Pacific,4824.37,4600.13,9721,3064,2923.02,1228.33,448.78,Improved
752200,Consumer Goods,North America,2757.94,2330.01,4507,935,2202.7,1131.61,-1004.3,Improved
201687,Automotive,South America,1784.91,2028.03,8631,776,478.96,1983.42,-434.35,Unchanged
710840,Automotive,North America,1432.28,1263.33,2528,4293,982.24,518.25,-237.16,Improved
642036,Industrial,South America,2222.94,2068.49,7107,2534,2647.97,779.04,-1358.52,Improved
234363,Automotive,Africa,3972.46,3867.64,6555,685,790.22,775.06,2302.36,Improved
219457,Industrial,South America,134.65,112.59,6446,1589,994.67,1871.68,-2753.76,Improved
994245,Industrial,Europe,3132.74,2807.72,3193,3761,1588.59,788.22,430.91,Improved
234830,Consumer Goods,Africa,3916.67,4434.97,9079,1007,1932.29,731.2,1771.48,Unchanged
493383,Consumer Goods,North America,2140.25,1902.1,8569,2775,656.63,27.71,1217.76,Improved
360281,Industrial,Asia-Pacific,1581.68,1592.6,5938,3029,2333.12,1922.9,-2663.42,Unchanged
532349,Automotive,Europe,2781.98,2722.31,1212,3870,2117.85,1086.03,-481.57,Improved
791127,Energy and Building Technology,Asia-Pacific,2173.64,2294.57,1797,3784,2821.25,75.03,-601.71,Unchanged
529138,Consumer Goods,South America,536.63,548.33,9129,2404,2966.07,674.61,-3092.35,Unchanged
441004,Automotive,Europe,4084.41,4828.71,1767,4553,1627.06,1480.14,1721.51,Unchanged
499748,Automotive,Europe,1264.52,1049.81,5547,2642,1476.17,1106.65,-1533.01,Improved
508274,Consumer Goods,Asia-Pacific,600.25,530.02,3378,2379,2236.08,708.51,-2414.57,Improved
217395,Energy and Building Technology,North America,3293.02,2700.84,8911,362,697.66,35.78,1967.4,Improved
183449,Automotive,Africa,3568.63,4121.47,2736,2721,341.03,1404.49,2375.95,Unchanged
468833,Energy and Building Technology,Asia-Pacific,3743.78,3611.65,3192,4010,435.18,589.55,2586.92,Improved
503897,Industrial,Africa,4057.3,4755.21,4197,2462,687.43,1967.5,2100.28,Unchanged
615943,Industrial,Europe,1621.78,1317.92,8069,2709,1877.21,683.08,-1242.37,Improved
247907,Energy and Building Technology,North America,3591.07,3876.66,5642,2435,2436.89,605.68,834.09,Unchanged
598590,Industrial,Europe,2862.2,2443.63,3329,3185,995.96,361.54,1086.13,Improved
609300,Automotive,Europe,3947.55,4162.94,2491,3321,582.23,1817.17,1763.54,Unchanged
360267,Energy and Building Technology,Asia-Pacific,3046.4,2817.69,2722,4161,2910.75,40.37,-133.43,Improved
242776,Energy and Building Technology,Africa,2053.7,1796.99,6892,3269,1127.16,601.5,68.33,Improved
966158,Energy and Building Technology,North America,2421.15,2083.53,5191,1181,1577.62,1022.97,-517.06,Improved
276176,Energy and Building Technology,South America,4662.31,4987.18,9597,2544,246.49,1341.41,3399.28,Unchanged
282551,Consumer Goods,Asia-Pacific,3727.28,3644.36,9802,548,200.69,1819.97,1623.7,Improved
140099,Industrial,Asia-Pacific,4715.81,4314.89,7779,1751,2435.96,1563.91,315.02,Improved
732330,Automotive,Africa,1218.36,1371.47,6034,3621,1244.54,1351.43,-1224.5,Unchanged
615711,Energy and Building Technology,Africa,1169.99,1175.2,1254,3563,2617.96,1766.7,-3209.46,Unchanged
148999,Automotive,Asia-Pacific,2099.82,1896.02,9940,625,685.99,1330.02,-119.99,Improved
102066,Industrial,Africa,4711.29,4887.41,5511,3555,1925.61,661.28,2300.52,Unchanged
489409,Energy and Building Technology,Europe,371.19,392.29,7733,1121,632.64,630.93,-871.28,Unchanged
362217,Consumer Goods,South America,1976.82,1666.58,9839,3979,1412.24,984.61,-730.27,Improved
312845,Energy and Building Technology,Europe,1666.62,1721.87,4294,2640,447.64,995.4,278.83,Unchanged
834411,Energy and Building Technology,Asia-Pacific,3501.36,3099.95,3538,4415,2189.08,313.08,597.79,Improved
303468,Automotive,Africa,3560.5,3962.97,8181,2427,2045.35,406.23,1511.39,Unchanged
403251,Automotive,Europe,4330.73,3702,5745,878,994.45,1585.77,1121.78,Improved
227924,Consumer Goods,Africa,1951.3,2007.18,6262,4884,2516.51,1045.42,-1554.75,Unchanged
861828,Industrial,Asia-Pacific,2407.47,2209.85,8075,3158,1770.88,688.51,-249.54,Improved
692915,Automotive,South America,4706.45,5294.64,4418,3850,2184.54,437.44,2672.66,Unchanged
175017,Industrial,South America,4032.02,4559.72,8703,2366,985.24,1546.18,2028.3,Unchanged
841318,Automotive,Africa,3182.8,2748.59,5290,2464,408.34,1243.11,1097.14,Improved
588062,Automotive,North America,2227.76,2102.81,1228,1849,1996.11,102.26,4.44,Improved
781201,Energy and Building Technology,Asia-Pacific,1615.63,1362.85,4262,4541,1725.24,572.55,-934.94,Improved
582884,Energy and Building Technology,Africa,2214.51,1775.56,6984,2895,1129.28,177.84,468.44,Improved
217028,Automotive,Europe,3952.52,3679.59,4946,4263,1784.95,1725.45,169.19,Improved
557348,Energy and Building Technology,Africa,4674.2,4870.88,8377,3638,786.63,1194.45,2889.8,Unchanged
551050,Automotive,South America,4477.38,5327.63,8078,673,1649.89,1471.69,2206.05,Unchanged
929250,Industrial,South America,1511.41,1600.1,7705,4138,919.03,308.75,372.32,Unchanged
449528,Consumer Goods,Europe,4585.99,5070.9,2736,3240,2010.77,1138.94,1921.19,Unchanged
608655,Consumer Goods,Europe,880.41,777.29,1248,2130,2195.09,549.08,-1966.88,Improved
191581,Industrial,Europe,2320.9,2753.72,4825,290,2677.03,287.74,-211.05,Unchanged
952426,Consumer Goods,Asia-Pacific,1173.97,1004.28,5105,4394,1575.86,1237.09,-1808.67,Improved
629051,Energy and Building Technology,Africa,4744.09,4612.35,2171,2810,2173.05,1848.63,590.67,Improved
388336,Automotive,South America,4338.79,5116.3,8070,338,1438.42,1380.55,2297.33,Unchanged
607702,Industrial,North America,677.03,658.45,3326,2171,812.4,561.79,-715.74,Improved
754431,Consumer Goods,South America,4737.55,5043.48,5109,3914,358.37,67.86,4617.25,Unchanged
170076,Consumer Goods,South America,3805.4,3606.71,4050,3830,914.23,700.17,1992.31,Improved
531202,Energy and Building Technology,Africa,1104.35,1040.51,5366,2758,222.06,1444.51,-626.06,Improved
520966,Automotive,South America,1885.51,1880.27,9554,257,826.72,652.53,401.02,Improved
994590,Automotive,North America,3144.33,2666.58,4700,1092,577.08,1070.95,1018.55,Improved
769367,Automotive,Asia-Pacific,548.63,545.41,7336,1853,1679.23,1545.6,-2679.42,Improved
137724,Automotive,North America,2312.23,2653.12,3687,4365,2620.13,884.19,-851.2,Unchanged
766637,Automotive,Asia-Pacific,2078.79,2410.29,4366,364,2343.6,1459.36,-1392.67,Unchanged
889203,Automotive,Europe,559.75,651.91,7523,3536,2910.63,107.44,-2366.16,Unchanged
345892,Energy and Building Technology,Europe,2576.69,2634.78,2925,2445,2953.77,1847.19,-2166.18,Unchanged
973190,Automotive,Asia-Pacific,4585.12,3878.86,4668,2651,458.26,565.72,2854.88,Improved
256633,Automotive,South America,4837.64,5653.36,4063,1334,513.02,1793.72,3346.62,Unchanged
279345,Industrial,Asia-Pacific,2207.14,1950.36,8617,4573,95.88,358.99,1495.49,Improved
469823,Consumer Goods,South America,4713.75,5607.33,9072,2249,1107.08,540.57,3959.68,Unchanged
936211,Automotive,North America,4715.38,4443.05,3844,764,310.77,1389.22,2743.06,Improved
598707,Energy and Building Technology,South America,342.92,402.18,9203,689,2155.85,153.17,-1906.84,Unchanged
834752,Energy and Building Technology,Asia-Pacific,1953.94,2022.01,6533,645,1409.07,1080.78,-467.84,Unchanged
743073,Consumer Goods,Europe,2517.87,2778.97,2351,4527,1243.93,1788.21,-253.17,Unchanged
457718,Consumer Goods,North America,979.29,1006.38,9684,2479,818.96,1113.69,-926.27,Unchanged
426932,Industrial,Europe,3430.7,2822.48,7734,4619,1539.51,1057.81,225.16,Improved
966013,Industrial,North America,2012.54,2179.83,4382,4965,1730.16,1969.24,-1519.57,Unchanged
661654,Consumer Goods,North America,3305.14,2693.48,7861,1114,728.11,1262.73,702.64,Improved
457640,Energy and Building Technology,North America,757.27,655.68,9302,924,1732.24,1115.49,-2192.05,Improved
637294,Consumer Goods,Asia-Pacific,1249.92,1249.29,7351,2452,475.33,319.51,454.45,Improved
381726,Consumer Goods,South America,999.25,1031.02,8436,3964,1456.13,967.9,-1393.01,Unchanged
619786,Energy and Building Technology,South America,909.14,1031.53,4611,3674,1362.72,944.84,-1276.03,Unchanged
485767,Industrial,North America,3361.67,2720.35,2476,2402,1555.46,1301.61,-136.72,Improved
230302,Industrial,South America,336.43,360.71,3156,4261,96.98,1192.08,-928.35,Unchanged
835160,Energy and Building Technology,South America,1432.66,1257.18,2539,849,898.76,1553.94,-1195.52,Improved
575950,Energy and Building Technology,North America,2164.7,2353.81,1469,3672,2069.07,797.19,-512.45,Unchanged
844344,Energy and Building Technology,Europe,4649.32,4820.91,8655,3682,1361.24,1263.89,2195.78,Unchanged
705551,Energy and Building Technology,North America,2435.27,2045.79,7171,2143,1157.9,470.97,416.92,Improved
474388,Energy and Building Technology,Europe,790.14,660.48,7443,2123,1710.44,1191.69,-2241.65,Improved
666379,Consumer Goods,Europe,2937.07,2828.52,3022,3602,604.24,37.8,2186.48,Improved
456935,Automotive,Africa,1925.02,2202.13,5674,3360,1458.23,1241.78,-497.88,Unchanged
271013,Consumer Goods,Asia-Pacific,3894.03,3761.88,6056,698,2326.79,1716.59,-281.5,Improved
894994,Automotive,Europe,4827.08,4881.74,6591,3639,1994.11,39.96,2847.67,Unchanged
501886,Consumer Goods,South America,1470.13,1423.71,3245,4531,1486.58,1642.26,-1705.13,Improved
290285,Energy and Building Technology,Asia-Pacific,4424.8,4856.62,7038,1531,1370.68,1395.81,2090.13,Unchanged
359194,Industrial,Africa,2570.4,2278.23,4454,4214,2023.89,1118.49,-864.15,Improved
692467,Energy and Building Technology,Europe,1771.58,1719.45,5460,2740,1324.65,1170.74,-775.94,Improved
565832,Automotive,South America,995.78,1069.54,1875,1084,2556.66,1841.48,-3328.6,Unchanged
289834,Automotive,Asia-Pacific,1003.73,936.7,7660,732,1940.65,422.65,-1426.6,Improved
228225,Energy and Building Technology,Africa,2725.95,2637.76,3773,1322,57.87,919.87,1660.02,Improved
228558,Industrial,North America,526.9,505.91,7228,1011,2331.21,1840.54,-3665.84,Improved
679016,Automotive,Europe,2217.41,1785.79,3854,2851,1294.94,560.22,-69.37,Improved
264725,Automotive,North America,4614.69,4462.51,9826,334,125.93,1482.04,2854.54,Improved
493548,Consumer Goods,Europe,4006.83,4053.14,6557,1705,794.51,895.99,2362.64,Unchanged
395442,Energy and Building Technology,North America,4711.69,4188.65,5504,916,1183.78,321.58,2683.29,Improved
373763,Consumer Goods,South America,2338.04,2163.84,1080,1992,1406.03,50.06,707.75,Improved
911454,Energy and Building Technology,Asia-Pacific,4623.61,4594.32,6061,1306,1649.32,812.17,2132.83,Improved
320365,Automotive,Europe,2810.41,3119.45,9526,2926,1091.48,1759.07,268.9,Unchanged
581178,Automotive,Africa,4572.02,4108.01,6763,304,2992.59,386.94,728.48,Improved
263682,Energy and Building Technology,South America,559.09,616.24,6285,3814,412.53,1966.98,-1763.27,Unchanged
712014,Consumer Goods,Europe,2985.43,3007.62,5201,630,2893.02,913.77,-799.17,Unchanged
262306,Energy and Building Technology,Africa,427.62,405.52,3399,2158,918.53,1574.33,-2087.34,Improved
622862,Automotive,Africa,1578.07,1270.65,7454,3959,740.1,30.38,500.17,Improved
