product_id,product_category,region,current_price,demand_forecast,inventory_level,manufacturing_cost,supply_chain_cost,profit_margin,optimization_result,production_time,inventory_turnover,order_lead_time,supply_chain_risk
422644,Energy and Building Technology,North America,3637.71,4474,213,1855.94,636.46,1145.31,Improved,6.23,4.63,26.74,Low
425629,Consumer Goods,North America,4468.99,1403,591,330.65,103.96,4034.38,Improved,5.34,4.86,27.24,Low
827580,Industrial,North America,1143.89,4993,1685,2887.62,1054.11,-2797.84,Unchanged,3.01,0.64,4.0,Low
312007,Energy and Building Technology,Africa,2640.32,1102,2615,805.21,273.99,1561.12,Improved,3.24,0.67,28.34,Low
491537,Consumer Goods,Europe,1159.98,9596,2820,1733.55,1373.91,-1947.48,Unchanged,9.92,2.56,2.48,Low
571231,Energy and Building Technology,Europe,1209.35,9498,3400,942.74,708.58,-441.97,Unchanged,3.75,3.99,26.88,Medium
346502,Energy and Building Technology,Europe,569.83,3738,3016,1890.35,335.17,-1655.69,Unchanged,8.8,4.42,4.49,High
706696,Consumer Goods,North America,1415.47,5951,3688,1179.91,424.7,-189.14,Unchanged,7.89,0.71,10.6,High
842396,Industrial,Asia-Pacific,3254.09,2978,4771,2247.37,1888.48,-881.76,Unchanged,2.87,4.02,13.45,High
384088,Consumer Goods,Asia-Pacific,1995.48,7054,3721,51.74,34.63,1909.11,Improved,2.44,3.84,20.09,Low
832710,Automotive,Africa,1936.33,9265,276,157.98,306.49,1471.86,Improved,6.45,4.28,25.78,Low
389974,Automotive,North America,363.09,5293,2507,1077.82,1384.29,-2099.02,Unchanged,3.75,4.49,5.77,Low
266619,Automotive,Europe,701.3,4424,2350,1199.21,1330.31,-1828.22,Unchanged,2.17,0.84,8.89,Low
753106,Industrial,Asia-Pacific,1900.83,8048,1223,342.18,963.27,595.38,Improved,7.41,3.49,21.45,Medium
621777,Energy and Building Technology,North America,1963.76,1531,2183,1798.18,1319.98,-1154.4,Unchanged,3.91,4.83,5.05,Medium
573238,Consumer Goods,North America,3090.37,4719,670,1386.55,1896.61,-192.79,Unchanged,6.43,4.43,1.25,Low
957037,Automotive,South America,1500.59,8487,3989,1667.98,127.02,-294.41,Unchanged,9.4,1.35,21.63,Medium
445531,Industrial,Africa,1386.36,5888,3171,2081.63,314.67,-1009.94,Unchanged,7.51,3.67,10.25,Medium
965133,Industrial,Europe,3038.27,5013,715,2027.83,748.29,262.15,Improved,6.64,3.93,5.92,Low
455597,Industrial,North America,3048.36,9806,2061,1618.34,382.88,1047.14,Improved,7.57,3.14,23.03,High
816959,Energy and Building Technology,South America,1226.14,4270,3518,2595.03,1726.68,-3095.57,Unchanged,1.62,1.11,15.26,Low
969602,Industrial,Africa,4999.09,2123,3993,1516.41,130.79,3351.89,Improved,7.06,1.33,18.39,Medium
551599,Industrial,North America,2361.88,7476,2773,1498.06,1192.21,-328.39,Unchanged,4.98,1.02,6.59,High
130232,Industrial,Europe,210.19,3620,4127,1954.25,860.19,-2604.25,Unchanged,1.46,1.19,20.68,High
434628,Industrial,Europe,1466.6,4123,2757,2685.35,1101.35,-2320.1,Unchanged,2.63,3.36,6.33,Medium
910462,Energy and Building Technology,Africa,2652.29,7427,4837,1913.51,1334.37,-595.59,Unchanged,1.37,2.12,9.58,Medium
537594,Industrial,South America,3258.56,7321,1303,617.33,801.44,1839.79,Improved,2.93,1.51,6.81,Medium
929644,Industrial,North America,4318.43,3537,4266,344.42,211.22,3762.79,Improved,9.22,2.75,8.37,Low
381477,Energy and Building Technology,Europe,190.26,2372,2717,513.8,1632.29,-1955.83,Unchanged,6.69,4.55,3.26,High
569252,Automotive,South America,4156.93,3963,907,159.29,1064.03,2933.61,Improved,2.91,1.45,10.16,High
957957,Automotive,South America,4587.03,6866,1853,1713.15,205.84,2668.04,Improved,4.05,2.93,27.0,Medium
228446,Automotive,South America,3994.63,7593,854,858.73,327.83,2808.07,Improved,4.25,1.57,15.3,Medium
110918,Consumer Goods,Europe,3008.48,8521,2268,2593.7,1211.25,-796.47,Unchanged,4.84,1.06,13.49,High
580624,Consumer Goods,North America,1187.18,8222,4036,143.25,1493.69,-449.76,Unchanged,6.49,0.99,5.98,High
268277,Consumer Goods,Europe,3911.67,8088,3349,2682.63,419.52,809.52,Improved,9.99,1.73,24.12,Medium
331382,Industrial,Africa,4688.04,7749,2691,946.49,1512.8,2228.75,Improved,8.78,2.4,5.01,Medium
466164,Automotive,South America,1843.59,4957,505,2279.83,560.27,-996.51,Unchanged,1.4,4.03,1.33,Low
224185,Consumer Goods,Europe,994.45,1903,430,2389.67,200.15,-1595.37,Unchanged,1.61,2.6,26.1,High
156370,Automotive,North America,3294.86,9959,3263,2449.57,1108.45,-263.16,Unchanged,5.8,2.65,4.9,High
374197,Industrial,North America,3848.92,1063,3659,2756.94,1014.18,77.8,Improved,3.19,1.79,4.17,Medium
765080,Industrial,Asia-Pacific,1950.36,7466,1059,2799.72,1709.81,-2559.17,Unchanged,1.16,2.81,20.54,Medium
304973,Energy and Building Technology,South America,3036.16,1585,4694,2546.73,1844.87,-1355.44,Unchanged,1.86,3.43,1.2,Medium
651791,Automotive,Africa,2892.64,8789,3791,1395.79,1467.26,29.59,Improved,2.54,1.8,8.21,Low
124089,Energy and Building Technology,Asia-Pacific,3063.18,4219,2490,2833.18,1871.74,-1641.74,Unchanged,1.15,2.16,20.19,Low
191467,Energy and Building Technology,South America,4235.89,1622,3668,2273.6,832.3,1129.99,Improved,9.91,0.86,15.99,Medium
899560,Industrial,Europe,3798.76,7231,1245,1851.75,1810.15,136.86,Improved,8.09,1.69,3.37,Medium
692078,Industrial,South America,429.87,1493,4725,251.1,1021.44,-842.67,Unchanged,4.12,2.41,24.53,Medium
159285,Consumer Goods,Africa,1870.87,7323,4812,805.98,1121.49,-56.6,Unchanged,4.7,0.99,13.78,High
701172,Energy and Building Technology,Africa,1813.7,6697,3151,772.77,294.45,746.48,Improved,7.83,2.04,1.76,Low
665397,Energy and Building Technology,Europe,4310.67,2861,2635,515.79,486.12,3308.76,Improved,3.18,4.69,13.97,Medium
897779,Automotive,South America,1595.67,3015,796,2669.23,1373.99,-2447.55,Unchanged,3.81,1.13,17.38,Low
265666,Consumer Goods,Asia-Pacific,2630.62,6505,197,1355.78,1011.93,262.91,Improved,4.21,4.53,25.97,Medium
484654,Energy and Building Technology,Africa,1448.76,8105,3435,680.67,1252.08,-483.99,Unchanged,7.24,3.17,11.04,Low
917626,Automotive,Europe,1449.78,6494,881,1381.34,122.61,-54.17,Unchanged,4.68,4.32,13.27,Low
317694,Energy and Building Technology,Europe,2416.65,8846,1015,830.24,1929.1,-342.69,Unchanged,9.24,2.73,10.38,High
970911,Consumer Goods,Asia-Pacific,488.19,5317,2491,2663.11,1221.01,-3395.93,Unchanged,8.54,3.75,25.87,Low
177738,Energy and Building Technology,North America,963.05,7989,2836,351.35,211.53,400.17,Improved,5.34,3.62,13.39,Low
531452,Energy and Building Technology,Asia-Pacific,906.55,8228,3234,481.48,276.34,148.73,Improved,9.74,0.56,15.19,Low
959381,Consumer Goods,Asia-Pacific,1777.18,8020,3684,922.89,1283.2,-428.91,Unchanged,2.56,1.78,26.26,High
636982,Consumer Goods,Africa,2377.44,1667,3841,1120.15,1328.87,-71.58,Unchanged,9.88,3.92,11.27,High
558154,Industrial,South America,2871.31,5397,1854,925.96,125.07,1820.28,Improved,2.52,4.63,19.68,Medium
863307,Energy and Building Technology,North America,762.4,6847,1611,626.71,548.12,-412.43,Unchanged,7.18,3.28,10.21,Low
839842,Energy and Building Technology,North America,1498.07,8415,1919,2028.67,219.0,-749.6,Unchanged,7.44,3.04,16.6,Low
351992,Automotive,Asia-Pacific,1471.57,3965,2646,2560.53,355.04,-1444.0,Unchanged,3.99,4.5,8.48,High
195912,Consumer Goods,North America,638.61,3720,244,2068.36,1463.96,-2893.71,Unchanged,4.59,3.12,14.55,Medium
440790,Consumer Goods,Africa,1226.68,4830,1362,1695.14,158.79,-627.25,Unchanged,5.84,4.69,25.64,Medium
605078,Automotive,Asia-Pacific,296.89,8142,2168,134.38,1929.04,-1766.53,Unchanged,8.11,1.14,10.96,Medium
149971,Consumer Goods,Europe,1604.09,7662,849,2776.6,202.98,-1375.49,Unchanged,2.81,1.05,4.59,High
785854,Automotive,South America,201.29,1388,1851,1244.78,1979.47,-3022.96,Unchanged,4.7,3.55,12.05,Medium
601493,Consumer Goods,Europe,4636.04,8684,1611,2352.22,709.04,1574.78,Improved,4.6,2.5,24.58,Medium
259454,Consumer Goods,Asia-Pacific,1576.63,4295,3999,2511.67,1456.12,-2391.16,Unchanged,6.25,1.46,25.18,Low
928172,Automotive,South America,2976.37,2842,2414,2551.85,851.85,-427.33,Unchanged,1.6,1.82,21.65,High
516333,Automotive,North America,1608.8,4473,4857,2086.26,626.25,-1103.71,Unchanged,4.16,3.91,10.07,High
787671,Consumer Goods,Africa,4813.26,9416,4067,369.28,727.11,3716.87,Improved,8.5,2.6,28.79,High
656473,Consumer Goods,Asia-Pacific,1819.64,7756,912,2177.01,712.99,-1070.36,Unchanged,1.34,4.79,8.43,Low
139436,Automotive,Asia-Pacific,4527.79,2302,4198,1082.46,851.96,2593.37,Improved,6.02,0.72,25.07,Low
376362,Industrial,South America,4146.69,2946,2770,317.17,918.79,2910.73,Improved,7.73,1.7,27.72,High
266096,Energy and Building Technology,North America,4292.6,1918,3074,2934.73,1225.38,132.49,Improved,9.27,0.66,2.64,Low
823072,Industrial,Africa,550.49,1333,1259,779.99,540.42,-769.92,Unchanged,2.88,1.7,5.58,Low
714452,Automotive,Europe,118.78,6923,4630,2779.59,1494.39,-4155.2,Unchanged,5.99,4.64,19.58,High
683738,Industrial,South America,4575.85,2977,1614,462.15,998.79,3114.91,Improved,8.78,4.55,27.25,Medium
541334,Energy and Building Technology,Asia-Pacific,3484.2,2497,3188,1451.58,1428.96,603.66,Improved,9.37,4.75,16.81,Medium
581837,Consumer Goods,South America,3626.36,9780,4254,1347.06,104.77,2174.53,Improved,8.61,3.12,4.94,Medium
707544,Consumer Goods,Europe,595.59,1647,3176,1197.93,103.99,-706.33,Unchanged,1.21,0.73,6.63,Medium
718916,Automotive,Europe,3673.85,1065,1152,1171.74,80.04,2422.07,Improved,5.37,3.07,7.93,High
543144,Industrial,North America,3801.01,3774,1041,1794.75,1825.24,181.02,Improved,6.78,4.35,20.65,High
810214,Automotive,Asia-Pacific,2047.09,8295,4047,2068.23,1867.06,-1888.2,Unchanged,8.15,4.85,27.4,Medium
179514,Consumer Goods,Asia-Pacific,3966.27,1928,4797,2256.02,208.83,1501.42,Improved,8.11,0.54,13.5,Medium
365113,Industrial,Asia-Pacific,3762.42,9129,1335,895.16,1287.82,1579.44,Improved,4.22,4.25,27.98,Low
802943,Automotive,Europe,3566.6,1169,2556,2641.54,351.76,573.3,Improved,8.53,1.49,27.36,High
670074,Energy and Building Technology,South America,4207.93,5493,1929,805.35,1267.05,2135.53,Improved,1.82,1.18,7.46,High
981820,Automotive,Asia-Pacific,3603.96,7551,1148,832.44,802.68,1968.84,Improved,3.52,4.08,13.23,Low
353551,Automotive,North America,2006.43,8480,3962,1771.65,1905.35,-1670.57,Unchanged,1.27,2.64,18.16,Medium
337841,Energy and Building Technology,Asia-Pacific,668.06,5473,1655,1444.73,1317.05,-2093.72,Unchanged,6.0,2.42,24.1,High
663562,Consumer Goods,Europe,1885.07,8661,384,1552.72,1847.69,-1515.34,Unchanged,2.96,0.67,12.63,High
350917,Automotive,North America,4557.0,2461,2234,185.27,213.26,4158.47,Improved,8.28,3.66,7.82,Low
689949,Automotive,Asia-Pacific,4453.23,2567,3383,85.82,315.68,4051.73,Improved,2.45,2.81,17.14,Low
920163,Automotive,Africa,3794.96,6859,3115,2076.98,110.35,1607.63,Improved,8.88,3.12,23.8,High
519006,Automotive,Asia-Pacific,186.36,6211,2338,2967.21,478.22,-3259.07,Unchanged,7.14,0.98,17.6,High
707126,Energy and Building Technology,Europe,2725.88,7702,3753,2963.65,1485.08,-1722.85,Unchanged,7.15,2.23,17.8,Low
713546,Energy and Building Technology,South America,4586.4,5419,3484,248.16,1985.87,2352.37,Improved,6.9,0.94,14.92,Low
774276,Consumer Goods,South America,2914.83,5274,835,442.6,700.46,1771.77,Improved,8.96,4.59,20.59,Medium
762754,Consumer Goods,Europe,4311.62,2363,4683,1400.48,1394.59,1516.55,Improved,9.93,0.63,4.43,High
197764,Energy and Building Technology,North America,3130.3,1621,2744,595.59,743.41,1791.3,Improved,4.63,4.19,3.47,Medium
915205,Industrial,South America,4658.95,6117,1824,667.0,1516.12,2475.83,Improved,7.8,2.26,25.05,Medium
911518,Energy and Building Technology,Africa,1389.56,6012,2623,2787.36,591.26,-1989.06,Unchanged,3.47,4.6,13.85,Medium
247670,Energy and Building Technology,Europe,567.63,2727,1627,454.93,1698.18,-1585.48,Unchanged,5.47,4.29,2.9,Medium
882402,Consumer Goods,Europe,897.52,8930,3097,1929.13,1458.27,-2489.88,Unchanged,5.93,1.16,4.04,Low
488048,Industrial,Europe,4649.01,3190,1363,2970.63,425.89,1252.49,Improved,9.19,1.94,17.74,High
441174,Industrial,Europe,1103.68,4964,4794,1270.69,1650.68,-1817.69,Unchanged,2.32,0.92,5.06,Medium
450795,Industrial,Asia-Pacific,3760.9,2565,2307,267.06,1581.7,1912.14,Improved,2.35,4.03,23.35,Low
198366,Industrial,Africa,1706.86,9391,240,54.56,1016.5,635.8,Improved,9.02,1.24,3.39,High
197294,Industrial,South America,4974.28,7702,3698,216.28,1753.84,3004.16,Improved,4.2,4.51,2.28,Medium
286452,Consumer Goods,Europe,2387.39,1996,3365,2562.79,1744.46,-1919.86,Unchanged,5.35,2.83,27.81,High
967327,Automotive,Asia-Pacific,4910.72,5341,116,644.41,1097.23,3169.08,Improved,9.71,1.57,20.02,Low
724467,Industrial,North America,1815.53,5055,2882,1215.27,1368.53,-768.27,Unchanged,4.33,2.49,12.6,High
775970,Industrial,Africa,1239.51,8894,3325,1045.09,1350.57,-1156.15,Unchanged,1.47,4.97,26.41,High
308296,Industrial,Africa,4947.15,9396,4100,2962.85,1627.56,356.74,Improved,6.5,4.54,11.01,Low
238414,Automotive,Europe,4764.97,5952,3915,228.72,459.37,4076.88,Improved,5.55,4.42,23.3,Medium
683747,Automotive,South America,2146.02,6835,2147,1592.56,1697.85,-1144.39,Unchanged,8.33,0.52,12.07,Medium
464541,Energy and Building Technology,Asia-Pacific,4053.79,4897,4773,673.72,1975.77,1404.3,Improved,4.65,1.12,17.79,High
615438,Industrial,South America,179.63,7499,2669,1973.98,1247.84,-3042.19,Unchanged,4.47,1.89,22.29,High
799071,Industrial,South America,2779.42,5386,2746,1964.56,560.99,253.87,Improved,7.84,1.41,29.91,Medium
982937,Energy and Building Technology,Europe,4515.25,1042,2105,1770.01,26.45,2718.79,Improved,2.43,0.64,20.33,Medium
768190,Automotive,Europe,299.73,3422,2477,2211.73,803.64,-2715.64,Unchanged,4.65,3.95,11.82,High
709245,Consumer Goods,Europe,4694.33,6176,447,406.24,1809.19,2478.9,Improved,4.68,1.33,17.06,Low
823722,Automotive,Asia-Pacific,1176.66,9637,2173,2925.16,950.53,-2699.03,Unchanged,5.2,4.89,17.72,Low
192045,Energy and Building Technology,Europe,911.56,2998,758,1112.3,119.48,-320.22,Unchanged,1.0,2.55,13.62,High
288509,Consumer Goods,Europe,3780.43,9232,4082,2879.8,1791.36,-890.73,Unchanged,2.89,2.07,10.79,Low
530717,Energy and Building Technology,Africa,1910.01,1847,3323,1980.12,1134.7,-1204.81,Unchanged,1.7,3.34,4.99,High
179785,Energy and Building Technology,Africa,2725.66,6631,4807,2954.43,468.29,-697.06,Unchanged,3.95,4.55,23.95,Medium
999259,Industrial,Asia-Pacific,3450.94,8360,4536,2499.21,317.37,634.36,Improved,4.63,3.19,19.96,High
877553,Industrial,South America,342.5,2168,2949,2397.12,391.72,-2446.34,Unchanged,1.5,1.94,23.06,High
885528,Energy and Building Technology,Europe,4892.35,6757,2331,1209.11,361.77,3321.47,Improved,4.64,3.06,20.15,Medium
223337,Automotive,Asia-Pacific,3261.31,9318,2879,1537.0,140.01,1584.3,Improved,9.56,1.0,25.56,Low
316760,Automotive,South America,4915.38,1837,3479,1531.36,314.01,3070.01,Improved,4.04,3.5,11.92,Medium
599717,Energy and Building Technology,South America,2743.56,3384,1847,828.58,288.56,1626.42,Improved,2.0,1.82,2.36,Low
114633,Energy and Building Technology,North America,4206.36,6034,365,920.84,488.03,2797.49,Improved,2.79,3.53,13.17,Medium
806528,Industrial,South America,3549.01,1540,1693,2068.94,1780.26,-300.19,Unchanged,5.32,1.75,1.75,High
724757,Industrial,Asia-Pacific,4635.04,6501,3884,1401.97,660.94,2572.13,Improved,6.17,3.75,15.41,Low
569971,Consumer Goods,North America,3990.8,5032,4569,133.82,824.08,3032.9,Improved,5.49,4.03,13.18,Medium
677390,Energy and Building Technology,Asia-Pacific,4057.63,8694,753,436.26,1931.83,1689.54,Improved,5.64,4.68,24.84,Low
231173,Industrial,South America,1875.99,5840,1730,2388.32,173.49,-685.82,Unchanged,5.65,3.1,12.4,Low
339842,Energy and Building Technology,Europe,1498.24,5124,1224,1391.46,414.41,-307.63,Unchanged,3.75,2.8,17.04,Low
332586,Automotive,South America,2550.61,3461,3711,2767.82,1205.63,-1422.84,Unchanged,7.45,0.5,26.5,Low
784030,Automotive,North America,1314.09,9167,4532,2767.87,600.21,-2053.99,Unchanged,4.04,1.53,1.88,High
399878,Consumer Goods,Asia-Pacific,997.43,9603,2660,173.29,1787.59,-963.45,Unchanged,2.9,3.84,6.47,Low
596960,Automotive,Europe,4103.06,4352,3361,2035.25,1172.42,895.39,Improved,8.81,3.36,7.38,Medium
935586,Industrial,South America,892.6,6175,1120,485.1,538.56,-131.06,Unchanged,1.77,2.71,1.94,Low
122342,Industrial,Asia-Pacific,991.04,4464,2437,614.14,523.4,-146.5,Unchanged,3.21,1.81,9.86,Low
379581,Energy and Building Technology,Africa,2469.49,1414,2415,1188.91,974.63,305.95,Improved,5.37,1.74,12.47,High
293502,Consumer Goods,Europe,1576.26,2772,2314,65.03,1777.07,-265.84,Unchanged,5.39,3.19,12.39,High
150958,Automotive,North America,2321.72,3783,488,868.08,747.5,706.14,Improved,2.52,4.78,24.76,High
809838,Automotive,Africa,1115.27,1941,2431,2965.32,1081.02,-2931.07,Unchanged,7.98,1.91,22.97,Medium
511412,Automotive,Asia-Pacific,801.97,5289,2578,2057.92,1509.91,-2765.86,Unchanged,3.57,2.07,12.47,Medium
797666,Consumer Goods,North America,4639.75,1549,1633,2244.62,39.33,2355.8,Improved,9.12,3.2,9.08,High
407675,Industrial,North America,3661.16,5437,2562,2490.41,1229.66,-58.91,Unchanged,1.75,3.13,11.12,High
172929,Industrial,North America,914.02,2381,4986,1820.4,1346.59,-2252.97,Unchanged,7.15,1.14,10.79,Low
585068,Consumer Goods,Asia-Pacific,2981.21,2506,1294,68.55,23.44,2889.22,Improved,6.96,4.26,8.83,Low
281921,Automotive,North America,2272.42,6226,413,2716.32,1790.47,-2234.37,Unchanged,3.78,4.18,2.84,High
915734,Consumer Goods,North America,3612.69,8189,1664,1803.55,1288.33,520.81,Improved,5.71,3.77,12.51,Medium
143177,Consumer Goods,Africa,2541.25,4749,1357,2807.1,163.43,-429.28,Unchanged,4.38,3.31,9.23,Low
434437,Energy and Building Technology,North America,1684.54,6721,1261,655.91,46.49,982.14,Improved,2.43,3.68,17.06,Low
146656,Automotive,Africa,3597.25,2134,260,2802.39,565.71,229.15,Improved,4.51,1.93,25.17,Medium
124109,Energy and Building Technology,North America,623.85,3410,625,1972.85,1516.83,-2865.83,Unchanged,9.49,3.31,20.74,High
447132,Automotive,Africa,4267.66,5088,2722,1639.41,1741.24,887.01,Improved,1.03,2.31,7.57,Medium
255206,Industrial,Asia-Pacific,665.01,7105,2875,976.35,1119.12,-1430.46,Unchanged,5.62,2.8,19.94,Low
150840,Energy and Building Technology,South America,2050.23,7768,817,1785.28,1312.75,-1047.8,Unchanged,2.49,3.08,7.16,Low
553151,Automotive,North America,2459.35,8760,4969,599.96,541.16,1318.23,Improved,9.19,2.37,25.05,Low
255125,Energy and Building Technology,Europe,691.93,4529,579,276.45,1607.8,-1192.32,Unchanged,4.54,2.68,18.96,High
658528,Consumer Goods,North America,1442.42,7352,678,2596.5,680.14,-1834.22,Unchanged,8.07,4.26,5.52,Low
420946,Consumer Goods,Asia-Pacific,3947.07,5821,1347,2509.02,1325.71,112.34,Improved,8.66,4.6,8.01,High
613156,Automotive,North America,985.43,3683,3406,94.36,133.29,757.78,Improved,1.43,1.8,11.68,High
941570,Consumer Goods,South America,3153.42,8403,4438,2258.54,553.83,341.05,Improved,2.2,1.46,5.08,High
881180,Automotive,Europe,388.69,8502,3183,2432.78,1824.51,-3868.6,Unchanged,7.37,2.98,14.64,High
338620,Industrial,South America,2644.04,3398,3173,2728.47,1926.55,-2010.98,Unchanged,3.87,4.18,24.77,Low
989925,Consumer Goods,South America,409.38,4382,3802,838.33,588.02,-1016.97,Unchanged,2.62,3.02,28.61,Low
884158,Automotive,Asia-Pacific,1693.6,6660,974,1179.78,847.87,-334.05,Unchanged,6.12,2.77,5.45,Low
900133,Automotive,Asia-Pacific,1600.34,2366,1987,2633.6,665.3,-1698.56,Unchanged,8.3,1.21,13.33,High
294908,Automotive,North America,3796.94,1635,4986,1001.94,1028.81,1766.19,Improved,5.7,0.87,15.88,Medium
698379,Energy and Building Technology,Africa,4870.52,2782,3571,228.52,60.17,4581.83,Improved,9.28,3.78,22.97,High
397979,Industrial,Asia-Pacific,2989.18,9464,379,875.13,642.28,1471.77,Improved,5.39,1.88,19.7,High
656453,Automotive,South America,4075.96,7131,748,1393.71,1539.45,1142.8,Improved,2.79,2.47,8.7,Low
857761,Automotive,North America,2681.01,6906,205,1001.91,45.55,1633.55,Improved,5.11,0.86,3.57,High
379105,Consumer Goods,South America,4661.97,1790,1203,666.93,372.13,3622.91,Improved,2.63,2.49,5.53,Low
837112,Consumer Goods,Asia-Pacific,4949.3,4821,1809,1309.2,528.34,3111.76,Improved,8.25,1.57,9.35,High
948083,Automotive,South America,455.26,4951,2646,363.03,630.09,-537.86,Unchanged,6.78,0.58,17.77,Medium
838858,Energy and Building Technology,Asia-Pacific,172.11,7811,3170,2855.58,490.56,-3174.03,Unchanged,2.97,1.99,17.26,Low
113725,Automotive,South America,710.93,1424,1175,2569.16,1845.94,-3704.17,Unchanged,1.8,3.76,25.99,Medium
554211,Industrial,Africa,3308.27,8764,1802,1475.05,942.98,890.24,Improved,7.97,2.02,15.09,Low
746296,Industrial,Africa,4985.22,8436,628,1142.38,1018.84,2824.0,Improved,9.24,4.3,9.78,Low
922380,Energy and Building Technology,North America,4454.22,6934,1376,1228.21,1766.23,1459.78,Improved,5.6,1.28,20.83,High
616849,Automotive,North America,433.79,8618,4738,826.73,308.48,-701.42,Unchanged,1.64,3.4,13.46,High
788640,Consumer Goods,South America,1039.23,6472,1347,282.48,1697.99,-941.24,Unchanged,2.17,1.89,14.44,High
317371,Consumer Goods,Asia-Pacific,2417.05,7663,4856,2270.78,29.38,116.89,Improved,2.59,2.6,16.85,Medium
439182,Energy and Building Technology,South America,4387.99,2794,1705,459.38,1559.85,2368.76,Improved,7.67,2.7,24.96,Low
433268,Consumer Goods,Africa,2104.53,4310,2597,1497.36,997.76,-390.59,Unchanged,1.79,3.85,24.16,High
433576,Automotive,Asia-Pacific,2718.05,5848,185,1314.82,1712.07,-308.84,Unchanged,3.6,4.71,20.45,Medium
923296,Consumer Goods,Europe,1777.69,5720,475,2248.5,1505.99,-1976.8,Unchanged,6.21,4.34,11.14,High
521248,Energy and Building Technology,Asia-Pacific,2500.72,3175,2595,2412.86,662.48,-574.62,Unchanged,2.6,2.12,12.81,Medium
647859,Consumer Goods,North America,4586.31,3957,3363,1564.12,950.68,2071.51,Improved,6.79,1.3,10.27,High
686710,Energy and Building Technology,North America,4435.47,2413,2671,2662.6,1065.5,707.37,Improved,8.94,2.09,20.77,Low
231765,Consumer Goods,North America,193.4,3305,3387,1783.29,1965.87,-3555.76,Unchanged,1.0,4.11,21.75,Low
153122,Industrial,North America,2125.09,2232,955,1954.61,1445.08,-1274.6,Unchanged,5.75,2.18,5.17,High
619399,Consumer Goods,South America,4793.16,2673,3342,927.17,715.71,3150.28,Improved,6.96,0.81,5.06,High
587454,Consumer Goods,Asia-Pacific,3511.03,2580,724,1875.06,682.84,953.13,Improved,5.79,2.69,16.44,Low
791446,Consumer Goods,South America,2603.43,7398,2447,1681.25,1301.93,-379.75,Unchanged,4.93,3.79,25.49,High
442785,Energy and Building Technology,Europe,266.71,5545,4043,2718.61,923.2,-3375.1,Unchanged,2.82,2.16,15.23,Medium
553597,Automotive,North America,4766.36,8740,1433,2190.34,39.02,2537.0,Improved,2.14,1.23,20.83,Low
229520,Consumer Goods,Europe,1546.32,5619,4108,2622.69,895.01,-1971.38,Unchanged,3.51,2.96,1.32,Medium
551450,Industrial,Asia-Pacific,3258.72,1984,3805,1583.0,881.53,794.19,Improved,9.23,2.81,6.34,Low
988093,Industrial,North America,536.38,6730,4187,2165.41,478.01,-2107.04,Unchanged,3.02,2.29,17.98,Medium
858635,Energy and Building Technology,South America,1004.08,7124,251,2812.56,336.1,-2144.58,Unchanged,6.12,3.82,17.69,High
397708,Automotive,Africa,877.7,7517,4450,2220.74,616.19,-1959.23,Unchanged,5.43,4.2,9.16,Low
265440,Automotive,North America,1178.5,6140,4819,793.95,822.88,-438.33,Unchanged,4.86,1.98,20.37,High
978626,Energy and Building Technology,Africa,1434.77,1703,4475,2098.61,109.6,-773.44,Unchanged,1.97,1.04,22.46,Low
427282,Consumer Goods,South America,769.83,1762,822,808.2,1851.28,-1889.65,Unchanged,8.46,1.7,19.4,Medium
865355,Energy and Building Technology,Africa,2524.95,6580,4503,1786.17,574.29,164.49,Improved,2.88,4.24,19.22,Low
428321,Automotive,Europe,769.55,4616,1191,2671.39,892.9,-2794.74,Unchanged,9.19,3.1,14.52,High
778927,Industrial,Asia-Pacific,2456.21,7405,4981,2889.81,1085.15,-1518.75,Unchanged,8.09,2.82,11.07,Medium
760565,Consumer Goods,North America,4327.8,1704,607,1145.7,1060.2,2121.9,Improved,4.53,2.65,19.05,High
650103,Automotive,Africa,704.43,8271,3864,1561.16,1851.5,-2708.23,Unchanged,4.17,4.62,15.16,Low
625917,Industrial,North America,2854.03,4480,1221,1055.75,625.4,1172.88,Improved,8.95,0.96,9.79,High
207784,Energy and Building Technology,North America,2435.14,2760,2923,2002.59,1117.55,-685.0,Unchanged,7.42,0.6,10.97,High
226829,Consumer Goods,Asia-Pacific,2798.53,5590,2623,1430.92,310.03,1057.58,Improved,8.6,1.55,4.49,Low
545024,Industrial,North America,3739.76,4107,1140,1362.69,99.98,2277.09,Improved,4.85,1.59,10.21,Low
752081,Automotive,North America,1247.2,4963,302,914.44,1052.92,-720.16,Unchanged,2.46,4.48,18.54,Low
629245,Industrial,South America,2669.55,1251,1576,645.57,968.36,1055.62,Improved,2.71,1.65,23.77,Medium
415872,Consumer Goods,Africa,3202.73,3765,4420,311.36,191.32,2700.05,Improved,4.72,0.65,21.84,Low
806836,Consumer Goods,Africa,1753.83,3770,3579,1501.65,665.25,-413.07,Unchanged,8.74,2.33,17.22,High
474108,Consumer Goods,Africa,3606.72,5392,2776,2072.88,1175.17,358.67,Improved,7.5,4.73,6.84,Low
881603,Automotive,Asia-Pacific,183.61,5953,4815,2077.5,1064.87,-2958.76,Unchanged,4.4,3.75,16.84,Medium
145411,Industrial,Asia-Pacific,3627.41,9821,1970,2954.49,124.11,548.81,Improved,1.9,1.84,11.52,Low
